"Meses","Desviacion","Estatura","sexo"
61,"-3 SD",102.7,"niño"
62,"-3 SD",103.2,"niño"
63,"-3 SD",103.7,"niño"
64,"-3 SD",104.2,"niño"
65,"-3 SD",104.6,"niño"
66,"-3 SD",105.1,"niño"
67,"-3 SD",105.6,"niño"
68,"-3 SD",106,"niño"
69,"-3 SD",106.5,"niño"
70,"-3 SD",106.9,"niño"
71,"-3 SD",107.4,"niño"
72,"-3 SD",107.8,"niño"
73,"-3 SD",108.3,"niño"
74,"-3 SD",108.7,"niño"
75,"-3 SD",109.2,"niño"
76,"-3 SD",109.6,"niño"
77,"-3 SD",110,"niño"
78,"-3 SD",110.5,"niño"
79,"-3 SD",110.9,"niño"
80,"-3 SD",111.3,"niño"
81,"-3 SD",111.8,"niño"
82,"-3 SD",112.2,"niño"
83,"-3 SD",112.6,"niño"
84,"-3 SD",113,"niño"
85,"-3 SD",113.5,"niño"
86,"-3 SD",113.9,"niño"
87,"-3 SD",114.3,"niño"
88,"-3 SD",114.7,"niño"
89,"-3 SD",115.1,"niño"
90,"-3 SD",115.5,"niño"
91,"-3 SD",116,"niño"
92,"-3 SD",116.4,"niño"
93,"-3 SD",116.8,"niño"
94,"-3 SD",117.2,"niño"
95,"-3 SD",117.6,"niño"
96,"-3 SD",118,"niño"
97,"-3 SD",118.4,"niño"
98,"-3 SD",118.8,"niño"
99,"-3 SD",119.2,"niño"
100,"-3 SD",119.6,"niño"
101,"-3 SD",120,"niño"
102,"-3 SD",120.3,"niño"
103,"-3 SD",120.7,"niño"
104,"-3 SD",121.1,"niño"
105,"-3 SD",121.5,"niño"
106,"-3 SD",121.9,"niño"
107,"-3 SD",122.3,"niño"
108,"-3 SD",122.7,"niño"
109,"-3 SD",123.1,"niño"
110,"-3 SD",123.5,"niño"
111,"-3 SD",123.8,"niño"
112,"-3 SD",124.2,"niño"
113,"-3 SD",124.6,"niño"
114,"-3 SD",125,"niño"
115,"-3 SD",125.4,"niño"
116,"-3 SD",125.8,"niño"
117,"-3 SD",126.1,"niño"
118,"-3 SD",126.5,"niño"
119,"-3 SD",126.9,"niño"
120,"-3 SD",127.3,"niño"
121,"-3 SD",127.7,"niño"
122,"-3 SD",128.1,"niño"
123,"-3 SD",128.4,"niño"
124,"-3 SD",128.8,"niño"
125,"-3 SD",129.2,"niño"
126,"-3 SD",129.6,"niño"
127,"-3 SD",130,"niño"
128,"-3 SD",130.4,"niño"
129,"-3 SD",130.8,"niño"
130,"-3 SD",131.2,"niño"
131,"-3 SD",131.6,"niño"
132,"-3 SD",132,"niño"
133,"-3 SD",132.5,"niño"
134,"-3 SD",132.9,"niño"
135,"-3 SD",133.3,"niño"
136,"-3 SD",133.7,"niño"
137,"-3 SD",134.2,"niño"
138,"-3 SD",134.6,"niño"
139,"-3 SD",135.1,"niño"
140,"-3 SD",135.5,"niño"
141,"-3 SD",136,"niño"
142,"-3 SD",136.5,"niño"
143,"-3 SD",136.9,"niño"
144,"-3 SD",137.4,"niño"
145,"-3 SD",137.9,"niño"
146,"-3 SD",138.4,"niño"
147,"-3 SD",138.9,"niño"
148,"-3 SD",139.4,"niño"
149,"-3 SD",140,"niño"
150,"-3 SD",140.5,"niño"
151,"-3 SD",141,"niño"
152,"-3 SD",141.6,"niño"
153,"-3 SD",142.1,"niño"
154,"-3 SD",142.7,"niño"
155,"-3 SD",143.3,"niño"
156,"-3 SD",143.8,"niño"
157,"-3 SD",144.4,"niño"
158,"-3 SD",145,"niño"
159,"-3 SD",145.5,"niño"
160,"-3 SD",146.1,"niño"
161,"-3 SD",146.7,"niño"
162,"-3 SD",147.2,"niño"
163,"-3 SD",147.8,"niño"
164,"-3 SD",148.4,"niño"
165,"-3 SD",148.9,"niño"
166,"-3 SD",149.5,"niño"
167,"-3 SD",150,"niño"
168,"-3 SD",150.5,"niño"
169,"-3 SD",151.1,"niño"
170,"-3 SD",151.6,"niño"
171,"-3 SD",152.1,"niño"
172,"-3 SD",152.6,"niño"
173,"-3 SD",153.1,"niño"
174,"-3 SD",153.5,"niño"
175,"-3 SD",154,"niño"
176,"-3 SD",154.4,"niño"
177,"-3 SD",154.9,"niño"
178,"-3 SD",155.3,"niño"
179,"-3 SD",155.7,"niño"
180,"-3 SD",156.1,"niño"
181,"-3 SD",156.5,"niño"
182,"-3 SD",156.9,"niño"
183,"-3 SD",157.3,"niño"
184,"-3 SD",157.6,"niño"
185,"-3 SD",158,"niño"
186,"-3 SD",158.3,"niño"
187,"-3 SD",158.6,"niño"
188,"-3 SD",159,"niño"
189,"-3 SD",159.3,"niño"
190,"-3 SD",159.6,"niño"
191,"-3 SD",159.8,"niño"
192,"-3 SD",160.1,"niño"
193,"-3 SD",160.4,"niño"
194,"-3 SD",160.6,"niño"
195,"-3 SD",160.9,"niño"
196,"-3 SD",161.1,"niño"
197,"-3 SD",161.3,"niño"
198,"-3 SD",161.5,"niño"
199,"-3 SD",161.7,"niño"
200,"-3 SD",161.9,"niño"
201,"-3 SD",162.1,"niño"
202,"-3 SD",162.3,"niño"
203,"-3 SD",162.4,"niño"
204,"-3 SD",162.6,"niño"
205,"-3 SD",162.7,"niño"
206,"-3 SD",162.9,"niño"
207,"-3 SD",163,"niño"
208,"-3 SD",163.1,"niño"
209,"-3 SD",163.2,"niño"
210,"-3 SD",163.3,"niño"
211,"-3 SD",163.4,"niño"
212,"-3 SD",163.5,"niño"
213,"-3 SD",163.6,"niño"
214,"-3 SD",163.7,"niño"
215,"-3 SD",163.8,"niño"
216,"-3 SD",163.9,"niño"
217,"-3 SD",163.9,"niño"
218,"-3 SD",164,"niño"
219,"-3 SD",164.1,"niño"
220,"-3 SD",164.1,"niño"
221,"-3 SD",164.2,"niño"
222,"-3 SD",164.2,"niño"
223,"-3 SD",164.3,"niño"
224,"-3 SD",164.3,"niño"
225,"-3 SD",164.4,"niño"
226,"-3 SD",164.5,"niño"
227,"-3 SD",164.5,"niño"
228,"-3 SD",164.5,"niño"
61,"-2 SD",105.5,"niño"
62,"-2 SD",106,"niño"
63,"-2 SD",106.5,"niño"
64,"-2 SD",107,"niño"
65,"-2 SD",107.5,"niño"
66,"-2 SD",108,"niño"
67,"-2 SD",108.5,"niño"
68,"-2 SD",109,"niño"
69,"-2 SD",109.4,"niño"
70,"-2 SD",109.9,"niño"
71,"-2 SD",110.4,"niño"
72,"-2 SD",110.8,"niño"
73,"-2 SD",111.3,"niño"
74,"-2 SD",111.8,"niño"
75,"-2 SD",112.2,"niño"
76,"-2 SD",112.7,"niño"
77,"-2 SD",113.1,"niño"
78,"-2 SD",113.6,"niño"
79,"-2 SD",114,"niño"
80,"-2 SD",114.5,"niño"
81,"-2 SD",114.9,"niño"
82,"-2 SD",115.4,"niño"
83,"-2 SD",115.8,"niño"
84,"-2 SD",116.3,"niño"
85,"-2 SD",116.7,"niño"
86,"-2 SD",117.1,"niño"
87,"-2 SD",117.6,"niño"
88,"-2 SD",118,"niño"
89,"-2 SD",118.4,"niño"
90,"-2 SD",118.9,"niño"
91,"-2 SD",119.3,"niño"
92,"-2 SD",119.7,"niño"
93,"-2 SD",120.2,"niño"
94,"-2 SD",120.6,"niño"
95,"-2 SD",121,"niño"
96,"-2 SD",121.4,"niño"
97,"-2 SD",121.8,"niño"
98,"-2 SD",122.2,"niño"
99,"-2 SD",122.7,"niño"
100,"-2 SD",123.1,"niño"
101,"-2 SD",123.5,"niño"
102,"-2 SD",123.9,"niño"
103,"-2 SD",124.3,"niño"
104,"-2 SD",124.7,"niño"
105,"-2 SD",125.1,"niño"
106,"-2 SD",125.5,"niño"
107,"-2 SD",125.9,"niño"
108,"-2 SD",126.3,"niño"
109,"-2 SD",126.7,"niño"
110,"-2 SD",127.1,"niño"
111,"-2 SD",127.6,"niño"
112,"-2 SD",128,"niño"
113,"-2 SD",128.4,"niño"
114,"-2 SD",128.8,"niño"
115,"-2 SD",129.2,"niño"
116,"-2 SD",129.6,"niño"
117,"-2 SD",130,"niño"
118,"-2 SD",130.4,"niño"
119,"-2 SD",130.8,"niño"
120,"-2 SD",131.2,"niño"
121,"-2 SD",131.6,"niño"
122,"-2 SD",132,"niño"
123,"-2 SD",132.4,"niño"
124,"-2 SD",132.8,"niño"
125,"-2 SD",133.2,"niño"
126,"-2 SD",133.6,"niño"
127,"-2 SD",134,"niño"
128,"-2 SD",134.4,"niño"
129,"-2 SD",134.9,"niño"
130,"-2 SD",135.3,"niño"
131,"-2 SD",135.7,"niño"
132,"-2 SD",136.1,"niño"
133,"-2 SD",136.6,"niño"
134,"-2 SD",137,"niño"
135,"-2 SD",137.5,"niño"
136,"-2 SD",137.9,"niño"
137,"-2 SD",138.4,"niño"
138,"-2 SD",138.8,"niño"
139,"-2 SD",139.3,"niño"
140,"-2 SD",139.8,"niño"
141,"-2 SD",140.3,"niño"
142,"-2 SD",140.7,"niño"
143,"-2 SD",141.2,"niño"
144,"-2 SD",141.7,"niño"
145,"-2 SD",142.2,"niño"
146,"-2 SD",142.8,"niño"
147,"-2 SD",143.3,"niño"
148,"-2 SD",143.8,"niño"
149,"-2 SD",144.4,"niño"
150,"-2 SD",144.9,"niño"
151,"-2 SD",145.5,"niño"
152,"-2 SD",146,"niño"
153,"-2 SD",146.6,"niño"
154,"-2 SD",147.2,"niño"
155,"-2 SD",147.8,"niño"
156,"-2 SD",148.3,"niño"
157,"-2 SD",148.9,"niño"
158,"-2 SD",149.5,"niño"
159,"-2 SD",150.1,"niño"
160,"-2 SD",150.7,"niño"
161,"-2 SD",151.3,"niño"
162,"-2 SD",151.8,"niño"
163,"-2 SD",152.4,"niño"
164,"-2 SD",153,"niño"
165,"-2 SD",153.6,"niño"
166,"-2 SD",154.1,"niño"
167,"-2 SD",154.7,"niño"
168,"-2 SD",155.2,"niño"
169,"-2 SD",155.7,"niño"
170,"-2 SD",156.3,"niño"
171,"-2 SD",156.8,"niño"
172,"-2 SD",157.3,"niño"
173,"-2 SD",157.8,"niño"
174,"-2 SD",158.3,"niño"
175,"-2 SD",158.7,"niño"
176,"-2 SD",159.2,"niño"
177,"-2 SD",159.6,"niño"
178,"-2 SD",160,"niño"
179,"-2 SD",160.5,"niño"
180,"-2 SD",160.9,"niño"
181,"-2 SD",161.3,"niño"
182,"-2 SD",161.6,"niño"
183,"-2 SD",162,"niño"
184,"-2 SD",162.4,"niño"
185,"-2 SD",162.7,"niño"
186,"-2 SD",163.1,"niño"
187,"-2 SD",163.4,"niño"
188,"-2 SD",163.7,"niño"
189,"-2 SD",164,"niño"
190,"-2 SD",164.3,"niño"
191,"-2 SD",164.6,"niño"
192,"-2 SD",164.8,"niño"
193,"-2 SD",165.1,"niño"
194,"-2 SD",165.3,"niño"
195,"-2 SD",165.6,"niño"
196,"-2 SD",165.8,"niño"
197,"-2 SD",166,"niño"
198,"-2 SD",166.2,"niño"
199,"-2 SD",166.4,"niño"
200,"-2 SD",166.6,"niño"
201,"-2 SD",166.8,"niño"
202,"-2 SD",166.9,"niño"
203,"-2 SD",167.1,"niño"
204,"-2 SD",167.2,"niño"
205,"-2 SD",167.4,"niño"
206,"-2 SD",167.5,"niño"
207,"-2 SD",167.6,"niño"
208,"-2 SD",167.7,"niño"
209,"-2 SD",167.8,"niño"
210,"-2 SD",167.9,"niño"
211,"-2 SD",168,"niño"
212,"-2 SD",168.1,"niño"
213,"-2 SD",168.2,"niño"
214,"-2 SD",168.3,"niño"
215,"-2 SD",168.3,"niño"
216,"-2 SD",168.4,"niño"
217,"-2 SD",168.5,"niño"
218,"-2 SD",168.5,"niño"
219,"-2 SD",168.6,"niño"
220,"-2 SD",168.6,"niño"
221,"-2 SD",168.7,"niño"
222,"-2 SD",168.7,"niño"
223,"-2 SD",168.8,"niño"
224,"-2 SD",168.8,"niño"
225,"-2 SD",168.9,"niño"
226,"-2 SD",168.9,"niño"
227,"-2 SD",168.9,"niño"
228,"-2 SD",169,"niño"
61,"-1 SD",107.2,"niño"
62,"-1 SD",107.7,"niño"
63,"-1 SD",108.2,"niño"
64,"-1 SD",108.7,"niño"
65,"-1 SD",109.2,"niño"
66,"-1 SD",109.7,"niño"
67,"-1 SD",110.2,"niño"
68,"-1 SD",110.7,"niño"
69,"-1 SD",111.2,"niño"
70,"-1 SD",111.7,"niño"
71,"-1 SD",112.2,"niño"
72,"-1 SD",112.6,"niño"
73,"-1 SD",113.1,"niño"
74,"-1 SD",113.6,"niño"
75,"-1 SD",114,"niño"
76,"-1 SD",114.5,"niño"
77,"-1 SD",115,"niño"
78,"-1 SD",115.4,"niño"
79,"-1 SD",115.9,"niño"
80,"-1 SD",116.3,"niño"
81,"-1 SD",116.8,"niño"
82,"-1 SD",117.3,"niño"
83,"-1 SD",117.7,"niño"
84,"-1 SD",118.2,"niño"
85,"-1 SD",118.6,"niño"
86,"-1 SD",119.1,"niño"
87,"-1 SD",119.5,"niño"
88,"-1 SD",120,"niño"
89,"-1 SD",120.4,"niño"
90,"-1 SD",120.8,"niño"
91,"-1 SD",121.3,"niño"
92,"-1 SD",121.7,"niño"
93,"-1 SD",122.2,"niño"
94,"-1 SD",122.6,"niño"
95,"-1 SD",123,"niño"
96,"-1 SD",123.5,"niño"
97,"-1 SD",123.9,"niño"
98,"-1 SD",124.3,"niño"
99,"-1 SD",124.7,"niño"
100,"-1 SD",125.2,"niño"
101,"-1 SD",125.6,"niño"
102,"-1 SD",126,"niño"
103,"-1 SD",126.4,"niño"
104,"-1 SD",126.8,"niño"
105,"-1 SD",127.3,"niño"
106,"-1 SD",127.7,"niño"
107,"-1 SD",128.1,"niño"
108,"-1 SD",128.5,"niño"
109,"-1 SD",128.9,"niño"
110,"-1 SD",129.3,"niño"
111,"-1 SD",129.8,"niño"
112,"-1 SD",130.2,"niño"
113,"-1 SD",130.6,"niño"
114,"-1 SD",131,"niño"
115,"-1 SD",131.4,"niño"
116,"-1 SD",131.8,"niño"
117,"-1 SD",132.2,"niño"
118,"-1 SD",132.7,"niño"
119,"-1 SD",133.1,"niño"
120,"-1 SD",133.5,"niño"
121,"-1 SD",133.9,"niño"
122,"-1 SD",134.3,"niño"
123,"-1 SD",134.7,"niño"
124,"-1 SD",135.1,"niño"
125,"-1 SD",135.6,"niño"
126,"-1 SD",136,"niño"
127,"-1 SD",136.4,"niño"
128,"-1 SD",136.8,"niño"
129,"-1 SD",137.3,"niño"
130,"-1 SD",137.7,"niño"
131,"-1 SD",138.1,"niño"
132,"-1 SD",138.6,"niño"
133,"-1 SD",139,"niño"
134,"-1 SD",139.5,"niño"
135,"-1 SD",139.9,"niño"
136,"-1 SD",140.4,"niño"
137,"-1 SD",140.9,"niño"
138,"-1 SD",141.3,"niño"
139,"-1 SD",141.8,"niño"
140,"-1 SD",142.3,"niño"
141,"-1 SD",142.8,"niño"
142,"-1 SD",143.3,"niño"
143,"-1 SD",143.8,"niño"
144,"-1 SD",144.3,"niño"
145,"-1 SD",144.8,"niño"
146,"-1 SD",145.4,"niño"
147,"-1 SD",145.9,"niño"
148,"-1 SD",146.4,"niño"
149,"-1 SD",147,"niño"
150,"-1 SD",147.5,"niño"
151,"-1 SD",148.1,"niño"
152,"-1 SD",148.7,"niño"
153,"-1 SD",149.3,"niño"
154,"-1 SD",149.9,"niño"
155,"-1 SD",150.4,"niño"
156,"-1 SD",151,"niño"
157,"-1 SD",151.6,"niño"
158,"-1 SD",152.2,"niño"
159,"-1 SD",152.8,"niño"
160,"-1 SD",153.4,"niño"
161,"-1 SD",154,"niño"
162,"-1 SD",154.6,"niño"
163,"-1 SD",155.2,"niño"
164,"-1 SD",155.7,"niño"
165,"-1 SD",156.3,"niño"
166,"-1 SD",156.9,"niño"
167,"-1 SD",157.4,"niño"
168,"-1 SD",158,"niño"
169,"-1 SD",158.5,"niño"
170,"-1 SD",159.1,"niño"
171,"-1 SD",159.6,"niño"
172,"-1 SD",160.1,"niño"
173,"-1 SD",160.6,"niño"
174,"-1 SD",161.1,"niño"
175,"-1 SD",161.5,"niño"
176,"-1 SD",162,"niño"
177,"-1 SD",162.4,"niño"
178,"-1 SD",162.9,"niño"
179,"-1 SD",163.3,"niño"
180,"-1 SD",163.7,"niño"
181,"-1 SD",164.1,"niño"
182,"-1 SD",164.5,"niño"
183,"-1 SD",164.8,"niño"
184,"-1 SD",165.2,"niño"
185,"-1 SD",165.6,"niño"
186,"-1 SD",165.9,"niño"
187,"-1 SD",166.2,"niño"
188,"-1 SD",166.5,"niño"
189,"-1 SD",166.8,"niño"
190,"-1 SD",167.1,"niño"
191,"-1 SD",167.4,"niño"
192,"-1 SD",167.7,"niño"
193,"-1 SD",167.9,"niño"
194,"-1 SD",168.2,"niño"
195,"-1 SD",168.4,"niño"
196,"-1 SD",168.6,"niño"
197,"-1 SD",168.8,"niño"
198,"-1 SD",169,"niño"
199,"-1 SD",169.2,"niño"
200,"-1 SD",169.4,"niño"
201,"-1 SD",169.6,"niño"
202,"-1 SD",169.7,"niño"
203,"-1 SD",169.9,"niño"
204,"-1 SD",170,"niño"
205,"-1 SD",170.1,"niño"
206,"-1 SD",170.3,"niño"
207,"-1 SD",170.4,"niño"
208,"-1 SD",170.5,"niño"
209,"-1 SD",170.6,"niño"
210,"-1 SD",170.7,"niño"
211,"-1 SD",170.8,"niño"
212,"-1 SD",170.8,"niño"
213,"-1 SD",170.9,"niño"
214,"-1 SD",171,"niño"
215,"-1 SD",171,"niño"
216,"-1 SD",171.1,"niño"
217,"-1 SD",171.2,"niño"
218,"-1 SD",171.2,"niño"
219,"-1 SD",171.3,"niño"
220,"-1 SD",171.3,"niño"
221,"-1 SD",171.4,"niño"
222,"-1 SD",171.4,"niño"
223,"-1 SD",171.4,"niño"
224,"-1 SD",171.5,"niño"
225,"-1 SD",171.5,"niño"
226,"-1 SD",171.6,"niño"
227,"-1 SD",171.6,"niño"
228,"-1 SD",171.6,"niño"
61,"Mediana",110.3,"niño"
62,"Mediana",110.8,"niño"
63,"Mediana",111.3,"niño"
64,"Mediana",111.9,"niño"
65,"Mediana",112.4,"niño"
66,"Mediana",112.9,"niño"
67,"Mediana",113.4,"niño"
68,"Mediana",113.9,"niño"
69,"Mediana",114.5,"niño"
70,"Mediana",115,"niño"
71,"Mediana",115.5,"niño"
72,"Mediana",116,"niño"
73,"Mediana",116.4,"niño"
74,"Mediana",116.9,"niño"
75,"Mediana",117.4,"niño"
76,"Mediana",117.9,"niño"
77,"Mediana",118.4,"niño"
78,"Mediana",118.9,"niño"
79,"Mediana",119.4,"niño"
80,"Mediana",119.8,"niño"
81,"Mediana",120.3,"niño"
82,"Mediana",120.8,"niño"
83,"Mediana",121.3,"niño"
84,"Mediana",121.7,"niño"
85,"Mediana",122.2,"niño"
86,"Mediana",122.7,"niño"
87,"Mediana",123.1,"niño"
88,"Mediana",123.6,"niño"
89,"Mediana",124.1,"niño"
90,"Mediana",124.5,"niño"
91,"Mediana",125,"niño"
92,"Mediana",125.5,"niño"
93,"Mediana",125.9,"niño"
94,"Mediana",126.4,"niño"
95,"Mediana",126.8,"niño"
96,"Mediana",127.3,"niño"
97,"Mediana",127.7,"niño"
98,"Mediana",128.2,"niño"
99,"Mediana",128.6,"niño"
100,"Mediana",129,"niño"
101,"Mediana",129.5,"niño"
102,"Mediana",129.9,"niño"
103,"Mediana",130.4,"niño"
104,"Mediana",130.8,"niño"
105,"Mediana",131.3,"niño"
106,"Mediana",131.7,"niño"
107,"Mediana",132.1,"niño"
108,"Mediana",132.6,"niño"
109,"Mediana",133,"niño"
110,"Mediana",133.4,"niño"
111,"Mediana",133.9,"niño"
112,"Mediana",134.3,"niño"
113,"Mediana",134.7,"niño"
114,"Mediana",135.2,"niño"
115,"Mediana",135.6,"niño"
116,"Mediana",136.1,"niño"
117,"Mediana",136.5,"niño"
118,"Mediana",136.9,"niño"
119,"Mediana",137.3,"niño"
120,"Mediana",137.8,"niño"
121,"Mediana",138.2,"niño"
122,"Mediana",138.6,"niño"
123,"Mediana",139.1,"niño"
124,"Mediana",139.5,"niño"
125,"Mediana",140,"niño"
126,"Mediana",140.4,"niño"
127,"Mediana",140.8,"niño"
128,"Mediana",141.3,"niño"
129,"Mediana",141.7,"niño"
130,"Mediana",142.2,"niño"
131,"Mediana",142.7,"niño"
132,"Mediana",143.1,"niño"
133,"Mediana",143.6,"niño"
134,"Mediana",144.1,"niño"
135,"Mediana",144.5,"niño"
136,"Mediana",145,"niño"
137,"Mediana",145.5,"niño"
138,"Mediana",146,"niño"
139,"Mediana",146.5,"niño"
140,"Mediana",147,"niño"
141,"Mediana",147.5,"niño"
142,"Mediana",148,"niño"
143,"Mediana",148.5,"niño"
144,"Mediana",149.1,"niño"
145,"Mediana",149.6,"niño"
146,"Mediana",150.2,"niño"
147,"Mediana",150.7,"niño"
148,"Mediana",151.3,"niño"
149,"Mediana",151.9,"niño"
150,"Mediana",152.4,"niño"
151,"Mediana",153,"niño"
152,"Mediana",153.6,"niño"
153,"Mediana",154.2,"niño"
154,"Mediana",154.8,"niño"
155,"Mediana",155.4,"niño"
156,"Mediana",156,"niño"
157,"Mediana",156.7,"niño"
158,"Mediana",157.3,"niño"
159,"Mediana",157.9,"niño"
160,"Mediana",158.5,"niño"
161,"Mediana",159.1,"niño"
162,"Mediana",159.7,"niño"
163,"Mediana",160.3,"niño"
164,"Mediana",160.9,"niño"
165,"Mediana",161.5,"niño"
166,"Mediana",162.1,"niño"
167,"Mediana",162.6,"niño"
168,"Mediana",163.2,"niño"
169,"Mediana",163.7,"niño"
170,"Mediana",164.3,"niño"
171,"Mediana",164.8,"niño"
172,"Mediana",165.3,"niño"
173,"Mediana",165.8,"niño"
174,"Mediana",166.3,"niño"
175,"Mediana",166.8,"niño"
176,"Mediana",167.2,"niño"
177,"Mediana",167.7,"niño"
178,"Mediana",168.1,"niño"
179,"Mediana",168.5,"niño"
180,"Mediana",169,"niño"
181,"Mediana",169.4,"niño"
182,"Mediana",169.7,"niño"
183,"Mediana",170.1,"niño"
184,"Mediana",170.5,"niño"
185,"Mediana",170.8,"niño"
186,"Mediana",171.1,"niño"
187,"Mediana",171.5,"niño"
188,"Mediana",171.8,"niño"
189,"Mediana",172.1,"niño"
190,"Mediana",172.4,"niño"
191,"Mediana",172.6,"niño"
192,"Mediana",172.9,"niño"
193,"Mediana",173.1,"niño"
194,"Mediana",173.4,"niño"
195,"Mediana",173.6,"niño"
196,"Mediana",173.8,"niño"
197,"Mediana",174,"niño"
198,"Mediana",174.2,"niño"
199,"Mediana",174.4,"niño"
200,"Mediana",174.6,"niño"
201,"Mediana",174.7,"niño"
202,"Mediana",174.9,"niño"
203,"Mediana",175,"niño"
204,"Mediana",175.2,"niño"
205,"Mediana",175.3,"niño"
206,"Mediana",175.4,"niño"
207,"Mediana",175.5,"niño"
208,"Mediana",175.6,"niño"
209,"Mediana",175.7,"niño"
210,"Mediana",175.8,"niño"
211,"Mediana",175.8,"niño"
212,"Mediana",175.9,"niño"
213,"Mediana",176,"niño"
214,"Mediana",176,"niño"
215,"Mediana",176.1,"niño"
216,"Mediana",176.1,"niño"
217,"Mediana",176.2,"niño"
218,"Mediana",176.2,"niño"
219,"Mediana",176.3,"niño"
220,"Mediana",176.3,"niño"
221,"Mediana",176.4,"niño"
222,"Mediana",176.4,"niño"
223,"Mediana",176.4,"niño"
224,"Mediana",176.4,"niño"
225,"Mediana",176.5,"niño"
226,"Mediana",176.5,"niño"
227,"Mediana",176.5,"niño"
228,"Mediana",176.5,"niño"
61,"+1 SD",113.4,"niño"
62,"+1 SD",113.9,"niño"
63,"+1 SD",114.5,"niño"
64,"+1 SD",115,"niño"
65,"+1 SD",115.6,"niño"
66,"+1 SD",116.1,"niño"
67,"+1 SD",116.7,"niño"
68,"+1 SD",117.2,"niño"
69,"+1 SD",117.7,"niño"
70,"+1 SD",118.2,"niño"
71,"+1 SD",118.8,"niño"
72,"+1 SD",119.3,"niño"
73,"+1 SD",119.8,"niño"
74,"+1 SD",120.3,"niño"
75,"+1 SD",120.8,"niño"
76,"+1 SD",121.3,"niño"
77,"+1 SD",121.8,"niño"
78,"+1 SD",122.3,"niño"
79,"+1 SD",122.8,"niño"
80,"+1 SD",123.3,"niño"
81,"+1 SD",123.8,"niño"
82,"+1 SD",124.3,"niño"
83,"+1 SD",124.8,"niño"
84,"+1 SD",125.3,"niño"
85,"+1 SD",125.8,"niño"
86,"+1 SD",126.3,"niño"
87,"+1 SD",126.8,"niño"
88,"+1 SD",127.3,"niño"
89,"+1 SD",127.7,"niño"
90,"+1 SD",128.2,"niño"
91,"+1 SD",128.7,"niño"
92,"+1 SD",129.2,"niño"
93,"+1 SD",129.7,"niño"
94,"+1 SD",130.1,"niño"
95,"+1 SD",130.6,"niño"
96,"+1 SD",131.1,"niño"
97,"+1 SD",131.5,"niño"
98,"+1 SD",132,"niño"
99,"+1 SD",132.5,"niño"
100,"+1 SD",132.9,"niño"
101,"+1 SD",133.4,"niño"
102,"+1 SD",133.9,"niño"
103,"+1 SD",134.3,"niño"
104,"+1 SD",134.8,"niño"
105,"+1 SD",135.2,"niño"
106,"+1 SD",135.7,"niño"
107,"+1 SD",136.2,"niño"
108,"+1 SD",136.6,"niño"
109,"+1 SD",137.1,"niño"
110,"+1 SD",137.5,"niño"
111,"+1 SD",138,"niño"
112,"+1 SD",138.4,"niño"
113,"+1 SD",138.9,"niño"
114,"+1 SD",139.4,"niño"
115,"+1 SD",139.8,"niño"
116,"+1 SD",140.3,"niño"
117,"+1 SD",140.7,"niño"
118,"+1 SD",141.2,"niño"
119,"+1 SD",141.6,"niño"
120,"+1 SD",142.1,"niño"
121,"+1 SD",142.5,"niño"
122,"+1 SD",143,"niño"
123,"+1 SD",143.4,"niño"
124,"+1 SD",143.9,"niño"
125,"+1 SD",144.4,"niño"
126,"+1 SD",144.8,"niño"
127,"+1 SD",145.3,"niño"
128,"+1 SD",145.7,"niño"
129,"+1 SD",146.2,"niño"
130,"+1 SD",146.7,"niño"
131,"+1 SD",147.2,"niño"
132,"+1 SD",147.7,"niño"
133,"+1 SD",148.1,"niño"
134,"+1 SD",148.6,"niño"
135,"+1 SD",149.1,"niño"
136,"+1 SD",149.6,"niño"
137,"+1 SD",150.1,"niño"
138,"+1 SD",150.6,"niño"
139,"+1 SD",151.2,"niño"
140,"+1 SD",151.7,"niño"
141,"+1 SD",152.2,"niño"
142,"+1 SD",152.8,"niño"
143,"+1 SD",153.3,"niño"
144,"+1 SD",153.9,"niño"
145,"+1 SD",154.4,"niño"
146,"+1 SD",155,"niño"
147,"+1 SD",155.6,"niño"
148,"+1 SD",156.1,"niño"
149,"+1 SD",156.7,"niño"
150,"+1 SD",157.3,"niño"
151,"+1 SD",157.9,"niño"
152,"+1 SD",158.6,"niño"
153,"+1 SD",159.2,"niño"
154,"+1 SD",159.8,"niño"
155,"+1 SD",160.4,"niño"
156,"+1 SD",161.1,"niño"
157,"+1 SD",161.7,"niño"
158,"+1 SD",162.3,"niño"
159,"+1 SD",162.9,"niño"
160,"+1 SD",163.6,"niño"
161,"+1 SD",164.2,"niño"
162,"+1 SD",164.8,"niño"
163,"+1 SD",165.4,"niño"
164,"+1 SD",166,"niño"
165,"+1 SD",166.6,"niño"
166,"+1 SD",167.2,"niño"
167,"+1 SD",167.8,"niño"
168,"+1 SD",168.4,"niño"
169,"+1 SD",168.9,"niño"
170,"+1 SD",169.5,"niño"
171,"+1 SD",170,"niño"
172,"+1 SD",170.5,"niño"
173,"+1 SD",171.1,"niño"
174,"+1 SD",171.5,"niño"
175,"+1 SD",172,"niño"
176,"+1 SD",172.5,"niño"
177,"+1 SD",172.9,"niño"
178,"+1 SD",173.4,"niño"
179,"+1 SD",173.8,"niño"
180,"+1 SD",174.2,"niño"
181,"+1 SD",174.6,"niño"
182,"+1 SD",175,"niño"
183,"+1 SD",175.4,"niño"
