"Meses","Desviacion","Estatura","sexo"
184,"-1 SD",157.4,"niña"
185,"-1 SD",157.5,"niña"
186,"-1 SD",157.6,"niña"
187,"-1 SD",157.6,"niña"
188,"-1 SD",157.7,"niña"
189,"-1 SD",157.8,"niña"
190,"-1 SD",157.8,"niña"
191,"-1 SD",157.9,"niña"
192,"-1 SD",157.9,"niña"
193,"-1 SD",158,"niña"
194,"-1 SD",158,"niña"
195,"-1 SD",158.1,"niña"
196,"-1 SD",158.1,"niña"
197,"-1 SD",158.1,"niña"
198,"-1 SD",158.2,"niña"
199,"-1 SD",158.2,"niña"
200,"-1 SD",158.2,"niña"
201,"-1 SD",158.3,"niña"
202,"-1 SD",158.3,"niña"
203,"-1 SD",158.3,"niña"
204,"-1 SD",158.3,"niña"
205,"-1 SD",158.4,"niña"
206,"-1 SD",158.4,"niña"
207,"-1 SD",158.4,"niña"
208,"-1 SD",158.4,"niña"
209,"-1 SD",158.5,"niña"
210,"-1 SD",158.5,"niña"
211,"-1 SD",158.5,"niña"
212,"-1 SD",158.5,"niña"
213,"-1 SD",158.5,"niña"
214,"-1 SD",158.6,"niña"
215,"-1 SD",158.6,"niña"
216,"-1 SD",158.6,"niña"
217,"-1 SD",158.6,"niña"
218,"-1 SD",158.6,"niña"
219,"-1 SD",158.7,"niña"
220,"-1 SD",158.7,"niña"
221,"-1 SD",158.7,"niña"
222,"-1 SD",158.7,"niña"
223,"-1 SD",158.7,"niña"
224,"-1 SD",158.7,"niña"
225,"-1 SD",158.7,"niña"
226,"-1 SD",158.7,"niña"
227,"-1 SD",158.7,"niña"
228,"-1 SD",158.7,"niña"
61,"Mediana",109.6,"niña"
62,"Mediana",110.1,"niña"
63,"Mediana",110.6,"niña"
64,"Mediana",111.2,"niña"
65,"Mediana",111.7,"niña"
66,"Mediana",112.2,"niña"
67,"Mediana",112.7,"niña"
68,"Mediana",113.2,"niña"
69,"Mediana",113.7,"niña"
70,"Mediana",114.2,"niña"
71,"Mediana",114.6,"niña"
72,"Mediana",115.1,"niña"
73,"Mediana",115.6,"niña"
74,"Mediana",116.1,"niña"
75,"Mediana",116.6,"niña"
76,"Mediana",117,"niña"
77,"Mediana",117.5,"niña"
78,"Mediana",118,"niña"
79,"Mediana",118.4,"niña"
80,"Mediana",118.9,"niña"
81,"Mediana",119.4,"niña"
82,"Mediana",119.9,"niña"
83,"Mediana",120.3,"niña"
84,"Mediana",120.8,"niña"
85,"Mediana",121.3,"niña"
86,"Mediana",121.8,"niña"
87,"Mediana",122.2,"niña"
88,"Mediana",122.7,"niña"
89,"Mediana",123.2,"niña"
90,"Mediana",123.7,"niña"
91,"Mediana",124.1,"niña"
92,"Mediana",124.6,"niña"
93,"Mediana",125.1,"niña"
94,"Mediana",125.6,"niña"
95,"Mediana",126.1,"niña"
96,"Mediana",126.6,"niña"
97,"Mediana",127,"niña"
98,"Mediana",127.5,"niña"
99,"Mediana",128,"niña"
100,"Mediana",128.5,"niña"
101,"Mediana",129,"niña"
102,"Mediana",129.5,"niña"
103,"Mediana",130,"niña"
104,"Mediana",130.5,"niña"
105,"Mediana",131,"niña"
106,"Mediana",131.5,"niña"
107,"Mediana",132,"niña"
108,"Mediana",132.5,"niña"
109,"Mediana",133,"niña"
110,"Mediana",133.5,"niña"
111,"Mediana",134,"niña"
112,"Mediana",134.5,"niña"
113,"Mediana",135,"niña"
114,"Mediana",135.5,"niña"
115,"Mediana",136.1,"niña"
116,"Mediana",136.6,"niña"
117,"Mediana",137.1,"niña"
118,"Mediana",137.6,"niña"
119,"Mediana",138.1,"niña"
120,"Mediana",138.6,"niña"
121,"Mediana",139.2,"niña"
122,"Mediana",139.7,"niña"
123,"Mediana",140.2,"niña"
124,"Mediana",140.7,"niña"
125,"Mediana",141.3,"niña"
126,"Mediana",141.8,"niña"
127,"Mediana",142.3,"niña"
128,"Mediana",142.9,"niña"
129,"Mediana",143.4,"niña"
130,"Mediana",143.9,"niña"
131,"Mediana",144.5,"niña"
132,"Mediana",145,"niña"
133,"Mediana",145.5,"niña"
134,"Mediana",146.1,"niña"
135,"Mediana",146.6,"niña"
136,"Mediana",147.1,"niña"
137,"Mediana",147.7,"niña"
138,"Mediana",148.2,"niña"
139,"Mediana",148.7,"niña"
140,"Mediana",149.2,"niña"
141,"Mediana",149.7,"niña"
142,"Mediana",150.2,"niña"
143,"Mediana",150.7,"niña"
144,"Mediana",151.2,"niña"
145,"Mediana",151.7,"niña"
146,"Mediana",152.2,"niña"
147,"Mediana",152.7,"niña"
148,"Mediana",153.1,"niña"
149,"Mediana",153.6,"niña"
150,"Mediana",154,"niña"
151,"Mediana",154.4,"niña"
152,"Mediana",154.8,"niña"
153,"Mediana",155.2,"niña"
154,"Mediana",155.6,"niña"
155,"Mediana",156,"niña"
156,"Mediana",156.4,"niña"
157,"Mediana",156.7,"niña"
158,"Mediana",157.1,"niña"
159,"Mediana",157.4,"niña"
160,"Mediana",157.7,"niña"
161,"Mediana",158,"niña"
162,"Mediana",158.3,"niña"
163,"Mediana",158.6,"niña"
164,"Mediana",158.8,"niña"
165,"Mediana",159.1,"niña"
166,"Mediana",159.3,"niña"
167,"Mediana",159.6,"niña"
168,"Mediana",159.8,"niña"
169,"Mediana",160,"niña"
170,"Mediana",160.2,"niña"
171,"Mediana",160.4,"niña"
172,"Mediana",160.6,"niña"
173,"Mediana",160.7,"niña"
174,"Mediana",160.9,"niña"
175,"Mediana",161,"niña"
176,"Mediana",161.2,"niña"
177,"Mediana",161.3,"niña"
178,"Mediana",161.4,"niña"
179,"Mediana",161.6,"niña"
180,"Mediana",161.7,"niña"
181,"Mediana",161.8,"niña"
182,"Mediana",161.9,"niña"
183,"Mediana",162,"niña"
184,"Mediana",162,"niña"
185,"Mediana",162.1,"niña"
186,"Mediana",162.2,"niña"
187,"Mediana",162.3,"niña"
188,"Mediana",162.3,"niña"
189,"Mediana",162.4,"niña"
190,"Mediana",162.4,"niña"
191,"Mediana",162.5,"niña"
192,"Mediana",162.5,"niña"
193,"Mediana",162.6,"niña"
194,"Mediana",162.6,"niña"
195,"Mediana",162.6,"niña"
196,"Mediana",162.7,"niña"
197,"Mediana",162.7,"niña"
198,"Mediana",162.7,"niña"
199,"Mediana",162.7,"niña"
200,"Mediana",162.8,"niña"
201,"Mediana",162.8,"niña"
202,"Mediana",162.8,"niña"
203,"Mediana",162.8,"niña"
204,"Mediana",162.9,"niña"
205,"Mediana",162.9,"niña"
206,"Mediana",162.9,"niña"
207,"Mediana",162.9,"niña"
208,"Mediana",162.9,"niña"
209,"Mediana",162.9,"niña"
210,"Mediana",163,"niña"
211,"Mediana",163,"niña"
212,"Mediana",163,"niña"
213,"Mediana",163,"niña"
214,"Mediana",163,"niña"
215,"Mediana",163,"niña"
216,"Mediana",163.1,"niña"
217,"Mediana",163.1,"niña"
218,"Mediana",163.1,"niña"
219,"Mediana",163.1,"niña"
220,"Mediana",163.1,"niña"
221,"Mediana",163.1,"niña"
222,"Mediana",163.1,"niña"
223,"Mediana",163.1,"niña"
224,"Mediana",163.1,"niña"
225,"Mediana",163.1,"niña"
226,"Mediana",163.2,"niña"
227,"Mediana",163.2,"niña"
228,"Mediana",163.2,"niña"
61,"+1 SD",112.8,"niña"
62,"+1 SD",113.4,"niña"
63,"+1 SD",113.9,"niña"
64,"+1 SD",114.4,"niña"
65,"+1 SD",115,"niña"
66,"+1 SD",115.5,"niña"
67,"+1 SD",116,"niña"
68,"+1 SD",116.5,"niña"
69,"+1 SD",117.1,"niña"
70,"+1 SD",117.6,"niña"
71,"+1 SD",118.1,"niña"
72,"+1 SD",118.6,"niña"
73,"+1 SD",119.1,"niña"
74,"+1 SD",119.6,"niña"
75,"+1 SD",120.1,"niña"
76,"+1 SD",120.6,"niña"
77,"+1 SD",121.1,"niña"
78,"+1 SD",121.5,"niña"
79,"+1 SD",122,"niña"
80,"+1 SD",122.5,"niña"
81,"+1 SD",123,"niña"
82,"+1 SD",123.5,"niña"
83,"+1 SD",124,"niña"
84,"+1 SD",124.5,"niña"
85,"+1 SD",125,"niña"
86,"+1 SD",125.5,"niña"
87,"+1 SD",126,"niña"
88,"+1 SD",126.5,"niña"
89,"+1 SD",127,"niña"
90,"+1 SD",127.5,"niña"
91,"+1 SD",128,"niña"
92,"+1 SD",128.5,"niña"
93,"+1 SD",129,"niña"
94,"+1 SD",129.5,"niña"
95,"+1 SD",130,"niña"
96,"+1 SD",130.5,"niña"
97,"+1 SD",131,"niña"
98,"+1 SD",131.5,"niña"
99,"+1 SD",132,"niña"
100,"+1 SD",132.5,"niña"
101,"+1 SD",133,"niña"
102,"+1 SD",133.5,"niña"
103,"+1 SD",134,"niña"
104,"+1 SD",134.5,"niña"
105,"+1 SD",135.1,"niña"
106,"+1 SD",135.6,"niña"
107,"+1 SD",136.1,"niña"
108,"+1 SD",136.6,"niña"
109,"+1 SD",137.1,"niña"
110,"+1 SD",137.7,"niña"
111,"+1 SD",138.2,"niña"
112,"+1 SD",138.7,"niña"
113,"+1 SD",139.2,"niña"
114,"+1 SD",139.8,"niña"
115,"+1 SD",140.3,"niña"
116,"+1 SD",140.8,"niña"
117,"+1 SD",141.4,"niña"
118,"+1 SD",141.9,"niña"
119,"+1 SD",142.4,"niña"
120,"+1 SD",143,"niña"
121,"+1 SD",143.5,"niña"
122,"+1 SD",144,"niña"
123,"+1 SD",144.6,"niña"
124,"+1 SD",145.1,"niña"
125,"+1 SD",145.6,"niña"
126,"+1 SD",146.2,"niña"
127,"+1 SD",146.7,"niña"
128,"+1 SD",147.3,"niña"
129,"+1 SD",147.8,"niña"
130,"+1 SD",148.4,"niña"
131,"+1 SD",148.9,"niña"
132,"+1 SD",149.5,"niña"
133,"+1 SD",150,"niña"
134,"+1 SD",150.6,"niña"
135,"+1 SD",151.1,"niña"
136,"+1 SD",151.7,"niña"
137,"+1 SD",152.2,"niña"
138,"+1 SD",152.7,"niña"
139,"+1 SD",153.3,"niña"
140,"+1 SD",153.8,"niña"
141,"+1 SD",154.3,"niña"
142,"+1 SD",154.8,"niña"
143,"+1 SD",155.3,"niña"
144,"+1 SD",155.8,"niña"
145,"+1 SD",156.3,"niña"
146,"+1 SD",156.8,"niña"
147,"+1 SD",157.3,"niña"
148,"+1 SD",157.8,"niña"
149,"+1 SD",158.2,"niña"
150,"+1 SD",158.7,"niña"
151,"+1 SD",159.1,"niña"
152,"+1 SD",159.5,"niña"
153,"+1 SD",159.9,"niña"
154,"+1 SD",160.3,"niña"
155,"+1 SD",160.7,"niña"
156,"+1 SD",161.1,"niña"
157,"+1 SD",161.4,"niña"
158,"+1 SD",161.8,"niña"
159,"+1 SD",162.1,"niña"
160,"+1 SD",162.4,"niña"
161,"+1 SD",162.7,"niña"
162,"+1 SD",163,"niña"
163,"+1 SD",163.3,"niña"
164,"+1 SD",163.5,"niña"
165,"+1 SD",163.8,"niña"
166,"+1 SD",164,"niña"
167,"+1 SD",164.3,"niña"
168,"+1 SD",164.5,"niña"
169,"+1 SD",164.7,"niña"
170,"+1 SD",164.9,"niña"
171,"+1 SD",165.1,"niña"
172,"+1 SD",165.2,"niña"
173,"+1 SD",165.4,"niña"
174,"+1 SD",165.6,"niña"
175,"+1 SD",165.7,"niña"
176,"+1 SD",165.8,"niña"
177,"+1 SD",166,"niña"
178,"+1 SD",166.1,"niña"
179,"+1 SD",166.2,"niña"
180,"+1 SD",166.3,"niña"
181,"+1 SD",166.4,"niña"
182,"+1 SD",166.5,"niña"
183,"+1 SD",166.6,"niña"
184,"+1 SD",166.7,"niña"
185,"+1 SD",166.7,"niña"
186,"+1 SD",166.8,"niña"
187,"+1 SD",166.9,"niña"
188,"+1 SD",166.9,"niña"
189,"+1 SD",167,"niña"
190,"+1 SD",167,"niña"
191,"+1 SD",167.1,"niña"
192,"+1 SD",167.1,"niña"
193,"+1 SD",167.1,"niña"
194,"+1 SD",167.2,"niña"
195,"+1 SD",167.2,"niña"
196,"+1 SD",167.2,"niña"
197,"+1 SD",167.2,"niña"
198,"+1 SD",167.3,"niña"
199,"+1 SD",167.3,"niña"
200,"+1 SD",167.3,"niña"
201,"+1 SD",167.3,"niña"
202,"+1 SD",167.3,"niña"
203,"+1 SD",167.4,"niña"
204,"+1 SD",167.4,"niña"
205,"+1 SD",167.4,"niña"
206,"+1 SD",167.4,"niña"
207,"+1 SD",167.4,"niña"
208,"+1 SD",167.4,"niña"
209,"+1 SD",167.4,"niña"
210,"+1 SD",167.5,"niña"
211,"+1 SD",167.5,"niña"
212,"+1 SD",167.5,"niña"
213,"+1 SD",167.5,"niña"
214,"+1 SD",167.5,"niña"
215,"+1 SD",167.5,"niña"
216,"+1 SD",167.5,"niña"
217,"+1 SD",167.5,"niña"
218,"+1 SD",167.5,"niña"
219,"+1 SD",167.5,"niña"
220,"+1 SD",167.6,"niña"
221,"+1 SD",167.6,"niña"
222,"+1 SD",167.6,"niña"
223,"+1 SD",167.6,"niña"
224,"+1 SD",167.6,"niña"
225,"+1 SD",167.6,"niña"
226,"+1 SD",167.6,"niña"
227,"+1 SD",167.6,"niña"
228,"+1 SD",167.6,"niña"
61,"+2 SD",114.5,"niña"
62,"+2 SD",115.1,"niña"
63,"+2 SD",115.7,"niña"
64,"+2 SD",116.2,"niña"
65,"+2 SD",116.8,"niña"
66,"+2 SD",117.3,"niña"
67,"+2 SD",117.8,"niña"
68,"+2 SD",118.4,"niña"
69,"+2 SD",118.9,"niña"
70,"+2 SD",119.4,"niña"
71,"+2 SD",119.9,"niña"
72,"+2 SD",120.4,"niña"
73,"+2 SD",120.9,"niña"
74,"+2 SD",121.4,"niña"
75,"+2 SD",122,"niña"
76,"+2 SD",122.5,"niña"
77,"+2 SD",123,"niña"
78,"+2 SD",123.5,"niña"
79,"+2 SD",124,"niña"
80,"+2 SD",124.5,"niña"
81,"+2 SD",125,"niña"
82,"+2 SD",125.5,"niña"
83,"+2 SD",126,"niña"
84,"+2 SD",126.5,"niña"
85,"+2 SD",127,"niña"
86,"+2 SD",127.5,"niña"
87,"+2 SD",128,"niña"
88,"+2 SD",128.5,"niña"
89,"+2 SD",129,"niña"
90,"+2 SD",129.5,"niña"
91,"+2 SD",130,"niña"
92,"+2 SD",130.5,"niña"
93,"+2 SD",131,"niña"
94,"+2 SD",131.5,"niña"
95,"+2 SD",132.1,"niña"
96,"+2 SD",132.6,"niña"
97,"+2 SD",133.1,"niña"
98,"+2 SD",133.6,"niña"
99,"+2 SD",134.1,"niña"
100,"+2 SD",134.6,"niña"
101,"+2 SD",135.2,"niña"
102,"+2 SD",135.7,"niña"
103,"+2 SD",136.2,"niña"
104,"+2 SD",136.7,"niña"
105,"+2 SD",137.2,"niña"
106,"+2 SD",137.8,"niña"
107,"+2 SD",138.3,"niña"
108,"+2 SD",138.8,"niña"
109,"+2 SD",139.4,"niña"
110,"+2 SD",139.9,"niña"
111,"+2 SD",140.4,"niña"
112,"+2 SD",141,"niña"
113,"+2 SD",141.5,"niña"
114,"+2 SD",142,"niña"
115,"+2 SD",142.6,"niña"
116,"+2 SD",143.1,"niña"
117,"+2 SD",143.6,"niña"
118,"+2 SD",144.2,"niña"
119,"+2 SD",144.7,"niña"
120,"+2 SD",145.3,"niña"
121,"+2 SD",145.8,"niña"
122,"+2 SD",146.4,"niña"
123,"+2 SD",146.9,"niña"
124,"+2 SD",147.5,"niña"
125,"+2 SD",148,"niña"
126,"+2 SD",148.6,"niña"
127,"+2 SD",149.1,"niña"
128,"+2 SD",149.7,"niña"
129,"+2 SD",150.2,"niña"
130,"+2 SD",150.8,"niña"
131,"+2 SD",151.3,"niña"
132,"+2 SD",151.9,"niña"
133,"+2 SD",152.4,"niña"
134,"+2 SD",153,"niña"
135,"+2 SD",153.5,"niña"
136,"+2 SD",154.1,"niña"
137,"+2 SD",154.6,"niña"
138,"+2 SD",155.2,"niña"
139,"+2 SD",155.7,"niña"
140,"+2 SD",156.3,"niña"
141,"+2 SD",156.8,"niña"
142,"+2 SD",157.3,"niña"
143,"+2 SD",157.8,"niña"
144,"+2 SD",158.3,"niña"
145,"+2 SD",158.8,"niña"
146,"+2 SD",159.3,"niña"
147,"+2 SD",159.8,"niña"
148,"+2 SD",160.3,"niña"
149,"+2 SD",160.7,"niña"
150,"+2 SD",161.2,"niña"
151,"+2 SD",161.6,"niña"
152,"+2 SD",162,"niña"
153,"+2 SD",162.4,"niña"
154,"+2 SD",162.8,"niña"
155,"+2 SD",163.2,"niña"
156,"+2 SD",163.6,"niña"
157,"+2 SD",163.9,"niña"
158,"+2 SD",164.3,"niña"
159,"+2 SD",164.6,"niña"
160,"+2 SD",164.9,"niña"
161,"+2 SD",165.2,"niña"
162,"+2 SD",165.5,"niña"
163,"+2 SD",165.8,"niña"
164,"+2 SD",166,"niña"
165,"+2 SD",166.3,"niña"
166,"+2 SD",166.5,"niña"
167,"+2 SD",166.8,"niña"
168,"+2 SD",167,"niña"
169,"+2 SD",167.2,"niña"
170,"+2 SD",167.4,"niña"
171,"+2 SD",167.6,"niña"
172,"+2 SD",167.7,"niña"
173,"+2 SD",167.9,"niña"
174,"+2 SD",168.1,"niña"
175,"+2 SD",168.2,"niña"
176,"+2 SD",168.3,"niña"
177,"+2 SD",168.5,"niña"
178,"+2 SD",168.6,"niña"
179,"+2 SD",168.7,"niña"
180,"+2 SD",168.8,"niña"
181,"+2 SD",168.9,"niña"
182,"+2 SD",169,"niña"
183,"+2 SD",169.1,"niña"
184,"+2 SD",169.1,"niña"
185,"+2 SD",169.2,"niña"
186,"+2 SD",169.3,"niña"
187,"+2 SD",169.3,"niña"
188,"+2 SD",169.4,"niña"
189,"+2 SD",169.4,"niña"
190,"+2 SD",169.5,"niña"
191,"+2 SD",169.5,"niña"
192,"+2 SD",169.6,"niña"
193,"+2 SD",169.6,"niña"
194,"+2 SD",169.6,"niña"
195,"+2 SD",169.6,"niña"
196,"+2 SD",169.7,"niña"
197,"+2 SD",169.7,"niña"
198,"+2 SD",169.7,"niña"
199,"+2 SD",169.7,"niña"
200,"+2 SD",169.7,"niña"
201,"+2 SD",169.8,"niña"
202,"+2 SD",169.8,"niña"
203,"+2 SD",169.8,"niña"
204,"+2 SD",169.8,"niña"
205,"+2 SD",169.8,"niña"
206,"+2 SD",169.8,"niña"
207,"+2 SD",169.8,"niña"
208,"+2 SD",169.8,"niña"
209,"+2 SD",169.8,"niña"
210,"+2 SD",169.9,"niña"
211,"+2 SD",169.9,"niña"
212,"+2 SD",169.9,"niña"
213,"+2 SD",169.9,"niña"
214,"+2 SD",169.9,"niña"
215,"+2 SD",169.9,"niña"
216,"+2 SD",169.9,"niña"
217,"+2 SD",169.9,"niña"
218,"+2 SD",169.9,"niña"
219,"+2 SD",169.9,"niña"
220,"+2 SD",169.9,"niña"
221,"+2 SD",169.9,"niña"
222,"+2 SD",169.9,"niña"
223,"+2 SD",169.9,"niña"
224,"+2 SD",169.9,"niña"
225,"+2 SD",169.9,"niña"
226,"+2 SD",169.9,"niña"
227,"+2 SD",169.9,"niña"
228,"+2 SD",169.9,"niña"
61,"+3 SD",117.5,"niña"
62,"+3 SD",118,"niña"
63,"+3 SD",118.6,"niña"
64,"+3 SD",119.2,"niña"
65,"+3 SD",119.7,"niña"
66,"+3 SD",120.3,"niña"
67,"+3 SD",120.8,"niña"
68,"+3 SD",121.4,"niña"
69,"+3 SD",121.9,"niña"
70,"+3 SD",122.5,"niña"
71,"+3 SD",123,"niña"
72,"+3 SD",123.5,"niña"
73,"+3 SD",124.1,"niña"
74,"+3 SD",124.6,"niña"
75,"+3 SD",125.1,"niña"
76,"+3 SD",125.6,"niña"
77,"+3 SD",126.2,"niña"
78,"+3 SD",126.7,"niña"
79,"+3 SD",127.2,"niña"
80,"+3 SD",127.7,"niña"
81,"+3 SD",128.2,"niña"
82,"+3 SD",128.8,"niña"
83,"+3 SD",129.3,"niña"
84,"+3 SD",129.8,"niña"
85,"+3 SD",130.3,"niña"
86,"+3 SD",130.8,"niña"
87,"+3 SD",131.4,"niña"
88,"+3 SD",131.9,"niña"
89,"+3 SD",132.4,"niña"
90,"+3 SD",132.9,"niña"
91,"+3 SD",133.5,"niña"
92,"+3 SD",134,"niña"
93,"+3 SD",134.5,"niña"
94,"+3 SD",135,"niña"
95,"+3 SD",135.6,"niña"
96,"+3 SD",136.1,"niña"
97,"+3 SD",136.6,"niña"
98,"+3 SD",137.2,"niña"
99,"+3 SD",137.7,"niña"
100,"+3 SD",138.2,"niña"
101,"+3 SD",138.8,"niña"
102,"+3 SD",139.3,"niña"
103,"+3 SD",139.8,"niña"
104,"+3 SD",140.4,"niña"
105,"+3 SD",140.9,"niña"
106,"+3 SD",141.5,"niña"
107,"+3 SD",142,"niña"
108,"+3 SD",142.5,"niña"
109,"+3 SD",143.1,"niña"
110,"+3 SD",143.6,"niña"
111,"+3 SD",144.2,"niña"
112,"+3 SD",144.7,"niña"
113,"+3 SD",145.3,"niña"
114,"+3 SD",145.8,"niña"
115,"+3 SD",146.4,"niña"
116,"+3 SD",146.9,"niña"
117,"+3 SD",147.5,"niña"
118,"+3 SD",148,"niña"
119,"+3 SD",148.6,"niña"
120,"+3 SD",149.2,"niña"
121,"+3 SD",149.7,"niña"
122,"+3 SD",150.3,"niña"
123,"+3 SD",150.8,"niña"
124,"+3 SD",151.4,"niña"
125,"+3 SD",152,"niña"
126,"+3 SD",152.5,"niña"
127,"+3 SD",153.1,"niña"
128,"+3 SD",153.7,"niña"
129,"+3 SD",154.2,"niña"
130,"+3 SD",154.8,"niña"
131,"+3 SD",155.4,"niña"
132,"+3 SD",155.9,"niña"
133,"+3 SD",156.5,"niña"
134,"+3 SD",157.1,"niña"
135,"+3 SD",157.6,"niña"
136,"+3 SD",158.2,"niña"
137,"+3 SD",158.7,"niña"
138,"+3 SD",159.3,"niña"
139,"+3 SD",159.8,"niña"
140,"+3 SD",160.4,"niña"
141,"+3 SD",160.9,"niña"
142,"+3 SD",161.4,"niña"
143,"+3 SD",162,"niña"
144,"+3 SD",162.5,"niña"
145,"+3 SD",163,"niña"
146,"+3 SD",163.5,"niña"
147,"+3 SD",164,"niña"
148,"+3 SD",164.4,"niña"
149,"+3 SD",164.9,"niña"
150,"+3 SD",165.4,"niña"
151,"+3 SD",165.8,"niña"
152,"+3 SD",166.2,"niña"
153,"+3 SD",166.6,"niña"
154,"+3 SD",167,"niña"
155,"+3 SD",167.4,"niña"
156,"+3 SD",167.8,"niña"
157,"+3 SD",168.2,"niña"
158,"+3 SD",168.5,"niña"
159,"+3 SD",168.8,"niña"
160,"+3 SD",169.1,"niña"
161,"+3 SD",169.4,"niña"
162,"+3 SD",169.7,"niña"
163,"+3 SD",170,"niña"
164,"+3 SD",170.3,"niña"
165,"+3 SD",170.5,"niña"
166,"+3 SD",170.8,"niña"
167,"+3 SD",171,"niña"
168,"+3 SD",171.2,"niña"
169,"+3 SD",171.4,"niña"
170,"+3 SD",171.6,"niña"
171,"+3 SD",171.8,"niña"
172,"+3 SD",172,"niña"
173,"+3 SD",172.1,"niña"
174,"+3 SD",172.3,"niña"
175,"+3 SD",172.4,"niña"
176,"+3 SD",172.5,"niña"
177,"+3 SD",172.7,"niña"
178,"+3 SD",172.8,"niña"
179,"+3 SD",172.9,"niña"
180,"+3 SD",173,"niña"
181,"+3 SD",173.1,"niña"
182,"+3 SD",173.2,"niña"
183,"+3 SD",173.2,"niña"
184,"+3 SD",173.3,"niña"
185,"+3 SD",173.4,"niña"
186,"+3 SD",173.4,"niña"
187,"+3 SD",173.5,"niña"
188,"+3 SD",173.5,"niña"
189,"+3 SD",173.6,"niña"
190,"+3 SD",173.6,"niña"
191,"+3 SD",173.6,"niña"
192,"+3 SD",173.7,"niña"
193,"+3 SD",173.7,"niña"
194,"+3 SD",173.7,"niña"
195,"+3 SD",173.8,"niña"
196,"+3 SD",173.8,"niña"
197,"+3 SD",173.8,"niña"
198,"+3 SD",173.8,"niña"
199,"+3 SD",173.8,"niña"
200,"+3 SD",173.8,"niña"
201,"+3 SD",173.8,"niña"
202,"+3 SD",173.8,"niña"
203,"+3 SD",173.9,"niña"
204,"+3 SD",173.9,"niña"
205,"+3 SD",173.9,"niña"
206,"+3 SD",173.9,"niña"
207,"+3 SD",173.9,"niña"
208,"+3 SD",173.9,"niña"
209,"+3 SD",173.9,"niña"
210,"+3 SD",173.9,"niña"
211,"+3 SD",173.9,"niña"
212,"+3 SD",173.9,"niña"
213,"+3 SD",173.9,"niña"
214,"+3 SD",173.9,"niña"
215,"+3 SD",173.9,"niña"
216,"+3 SD",173.9,"niña"
217,"+3 SD",173.9,"niña"
218,"+3 SD",173.9,"niña"
219,"+3 SD",173.9,"niña"
220,"+3 SD",173.9,"niña"
221,"+3 SD",173.9,"niña"
222,"+3 SD",173.9,"niña"
223,"+3 SD",173.9,"niña"
224,"+3 SD",173.9,"niña"
225,"+3 SD",173.9,"niña"
226,"+3 SD",173.9,"niña"
227,"+3 SD",173.9,"niña"
228,"+3 SD",173.9,"niña"
